inputs,labels,predictions
"Pak by lidi, co je volí, měli taky jasněji, o čí zájmy jim ve skutečnosti jde.",Then the people who vote for them would also be clearer about whose interests they really care about.,"Here is the translation of the given Czech sentence to English:

Then people who are being elected should also have it clearer whose interests they are actually serving."
"Škoda, že nevlastní i TikTok.",Too bad he doesn't own TikTok.,"Here is the translation:

What a shame it doesn't own TikTok either."
"Spousta dospívajících lidí by najednou s velkým údivem zjistila, že i venku svítí Slunce...",Many teenagers would suddenly discover with great astonishment that the sun is shining outside...,"Here is the translation:

A lot of young people would suddenly discover with great surprise that the Sun is also shining outside..."
"Trump k týrání podezřelých přímo vyzýval, sklízí, co zasel.","Trump directly encouraged the abuse of suspects, he reaps what he has sown.","Here is the translation of the given Czech sentence to English:

""Trump directly incited the torture of suspects, reaped what he sowed.""

Or, in a more idiomatic translation:

""Trump directly encouraged the torture of suspects, got what he"
O situaci v USA s předním afroamerickým reportérem.,On the situation in the US with a leading African-American reporter.,"Here is the translation:

""About the situation in the US with a prominent African American reporter."""
"Ve Spojených státech vycházejí najevo nové případy policejního násilí, tentokrát během zásahů při celonárodních protestech.","New cases of police violence are coming to light in the United States, this time during a crackdown on nationwide protests.","Here is the translation of the text from Czech to English:

""In the United States, new cases of police brutality are emerging, this time during interventions at nationwide protests."""
"Demonstrace, které vypukly poté, co Afroameričana George Floyda zabil policista při zatýkání, otevřely debatu o systematickém rasismu, práci policie a případech brutality vůči americkým menšinám.","The demonstrations that erupted after African-American George Floyd was killed by a police officer during an arrest have opened a debate about systematic racism, policing and incidents of brutality against American minorities.","Here is the translation from Czech to English:

 The protests that broke out after a police officer killed African American George Floyd during an arrest opened up a debate about systemic racism, police work and cases of brutality against American minorities."
"Lenka Kabrhelová mluví s jedním z předních afroamerických novinářů, reportérem časopisu The Atlantic Adamem Serwerem.","Lenka Kabrhelová talks to leading African-American journalist Adam Serwer, reporter for The Atlantic.","Here is the translation:

Lenka Kabrhelová talks to one of the leading African-American journalists, The Atlantic magazine reporter Adam Serwer."
Ale čím by se zvýšilo to financování?,But what would increase that funding?,"Here is the translation:

But how would that increase the funding?"
Unie do nás cpe peníze v dotacích.,The EU is pouring money into us in subsidies.,"Here is the translation of the given Czech sentence to English:

""The Union pours money into us through subsidies.""

Or, in a more idiomatic translation:

""The Union is funding us through grants."""
"Pokud to přestane dělat, přestaneme ty peníze mít.","If they stop doing that, we won’t have the money anymore.","Here is the translation of the given Czech sentence to English:

""If it stops doing that, we'll stop having that money."""
"Opravdu nevidím jak by to že nám unie přestane dávat peníze způsobilo to, že ty peníze využijeme na něco jiného...",I really don't see how the union stopping giving us money would make us use that money for something else...,"Here is the translation from Czech to English:

""I really don't see how the fact that the EU will stop giving us money would cause us to use those funds for something else..."""
"Můžete tvrdit že peníze z těch dotací by se mohli použít lépe, ale to je úplně jiná diskuze.","You can argue that the grant money could have been put to better use, but that's a whole other discussion.","Here is the translation of the given Czech sentence to English:

""You can say that the money from those subsidies could be used better, but that's a completely different discussion."""
"Je vůbec možné, aby hospoda neodváděla daně?",Is it even possible for a pub not to pay taxes?,"Here is the translation:

Is it even possible for a pub to avoid paying taxes?"
"Je vůbec možné, aby hospoda krátila daně?",Is it even possible for a pub to cut taxes?,"Here is the translation:

Is it even possible for a pub to reduce taxes?"
"Vždyť když nějaký kus masa projde veterinární kontrolou, tak přece musí být někde zaevidovanej a už se nemůže jen tak ztratit, ne?","After all, if a piece of meat passes veterinary inspection, it has to be recorded somewhere and it can't just get lost, can it??","Here is the translation of the given Czech text to English:

""Come on, if a piece of meat goes through veterinary control, it must be somewhere recorded and can't just disappear, can it?"""
Podobně Prazdroj a Jelínek asi nevyrábí speciální alkohol pro černý trh.,"By the same token, Prazdroj and Jelinek probably do not produce special alcohol for the black market.","Here is the translation:

Likewise, Prazdroj and Jelínek probably don't produce special alcohol for the black market."
